token_address,from_address,to_address,value,transaction_hash,log_index,block_timestamp,block_number,block_hash
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x60c9e58d13cbccc3c53b1f77c783517765807d79,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,608000000000000000000,0x2563b942d631051e5f84d73c52c39a79d6454dd66e0415ae340d3df19e949b93,0,09/12/2016 15:15:50,2777102,0x6929467e7bb383e401150336362783acd2ba022e168d2b5f5e7a4b91a57c91cc
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x845e79c2a5763685398f75ebddeaf15d83530f95,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,1572425666780000000000,0xf5a51506823e6aa077ee0bbb40de4bff5e792858e165881edefe2993e84d4ae1,0,09/12/2016 04:15:41,2774341,0xb9ec63485cf4068d43e2472bb35dd0921e78c4121173e22c5090db39cfde9439
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x8b463d41c05bb1c10442b8a2603121baf7f1d154,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,406862915833249900000,0x4f48799c6d171d7e37bfec888ca0851e18c96c8989cb030da63629bbf1b94e60,0,09/12/2016 15:23:12,2777132,0x65a93da51ca3eaf76602da680e86a083352a3e89e27af1e4b024ebb8e0abb00b
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x54ed289b0fc0c3b39bd7c3aafc65f4571e3df659,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,200000000000000000000,0xea79f336664e2954a08b3cb993bfb8132bf1fbe8d632f8c0207007390ca9d372,0,09/12/2016 16:21:39,2777374,0x41f51c555e8a0544bb012067c3da4206e6c000da66a15d8791d77f5258d6df81
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x9134328d9d712930eb3263bd334c4408b5974596,0x3d15b1e820524a526e6a34ce4478bf3d9998d7a8,1000000000000000000,0x719fd0409baeef82b4668910f5acf93c16a69119cb9aff34f4b2f70cd070ea6f,0,09/12/2016 01:09:30,2773551,0xbde11fced7599dadec9acd085c5aac139a5d88fd1da309b70923b65535a96953
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x025caf8db774644fb35cdd4504118d44e66f3910,0x2671afdea8e61d9100952731825a9cd8dc7c1259,29715263449999998976,0x6fb3721f8e6e4e03d70ae4692d4269e7a7ea31441082b36bee16302f7b79f057,2,09/12/2016 21:48:47,2778766,0x9b2931974c2f6f1c2303f33d88e0309bca75e60fb6c5e3e404429f1127e89da9
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x808111d2aa7711c36b16742f695f37b28bb5642d,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,385784050616659500000,0xaf92fcbc3870e196aa177c1113b8ec083ae1a152dd6c5225a47ab4f37f054acd,0,09/12/2016 11:24:30,2776131,0xacf9a94c515cefff0577e05e261e9cfca6d80b2bda4a37147e902b9c417f1451
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x345dedfc03436a97a658ea7fea6472bd31881b7a,0xeff756b86e8033348944896f45c761b72a2c4f6d,50000000000000000000,0xefb750ae033e5e346970d2ba321476d1ba8c854d065cfc4012f7a5094bc42b4f,0,09/12/2016 14:29:29,2776918,0x5cb469ae1581c3c363fac465e4a67e9c80a753a1ba30a13717796a3987e7160c
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x89ae97abda9d5c5ef6188feaa77f7464813906f9,0x845e79c2a5763685398f75ebddeaf15d83530f95,1572425666780000000000,0xbeac601ed5c1d58a4198e3ca602cbf212aff74724f4484d83c109082c12b031a,0,09/12/2016 04:13:31,2774328,0x396ae94e1b618553256686105b25b08f601c2ff782d23b1309ec6630d5c5293d
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x708f5b6534ec83f8e202af64183de408deeebce3,0xb2d955733e6a470533f68f72d0af442070f24f55,10000000000000000000,0x887cc84b4f564025285f50fa682a2da2203a064e49994a2b9e47892c9c8b3b5d,0,09/12/2016 14:51:21,2777015,0xf609ce69c0dea01286f2add4dea304594b46ca15943aece5cbf5a791045f8d39
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xadb5a8dc81a4580f1b1ede7ab2d9e28d3cae1047,0xb2d955733e6a470533f68f72d0af442070f24f55,1475000000000000000000,0xcca436d6a87283aed35533b2c2e55baca1487f9e1cb1cf989cc749842aadd24d,1,09/12/2016 08:51:22,2775484,0xc3fcf7e74d43d7170a64a710160864f9b73d096cd301ca7f0da49b83d784f25f
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x86dbe9aca938f4073255eae7065c2412fbaf56e8,0xb2d955733e6a470533f68f72d0af442070f24f55,1500000000000000000000,0x23712b0c1d831a4e0be2a9f0133c1cf0e8c2986adeeaf3eaf2ce39d2eb87e2ee,0,09/12/2016 08:51:22,2775484,0xc3fcf7e74d43d7170a64a710160864f9b73d096cd301ca7f0da49b83d784f25f
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xeff756b86e8033348944896f45c761b72a2c4f6d,0x1a066fe9179b320a1769e70bd2b2e2dd1170c925,49990000000000000000,0x5d4a777cad46e57b3c7a0a96e66b2536265c074b5f8d7725f1764ad75eeabda7,0,09/12/2016 22:51:43,2779032,0x98cf50443c28590d956167dd69563ea625e6020054219521f19782343f942471
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xe0a6f3da1e523f2d8c786bc7b58336b08b01d1f4,0xa2a8f158aed54ce9a73d41eeec23bf3a51b5654d,43470929000000000000,0xb3351118eb9c8251a85d59fc32f3e7086ee819213ccd73dee8ac3d8876eb9ffc,0,09/12/2016 08:54:33,2775498,0xaef802c08e96608ec5a5fdb9b80d3df77c6beab88d415ffae5758855b650075e
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xa23bf89d982a650fea16d30ac4fa28236f006369,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,228000000000000000000,0xbe9ec268bee5fab9a27ad8fa829d3657eb9f35079b2c37ddc540ec4a520e2536,5,09/12/2016 14:48:39,2777003,0xef1dc3fe57503ffa4c83df76fd3d1f2df7550e8c3a2e96f45ce4cee83065450e
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x9134328d9d712930eb3263bd334c4408b5974596,0x3d15b1e820524a526e6a34ce4478bf3d9998d7a8,500000000000000000,0x07d6b4db76e9d9656e81861b23d157817a214df030bc7d2a86f6dda7d66b75bb,0,09/12/2016 00:21:33,2773363,0x3c90338948a1ec0edb14eb66d9468f76d2e16487b0337f0a8701ce299c191257
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xf43fdb5671a53ee7b48e1123555a9814427c09e8,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,8236299330445000000000,0x8e36f84ac4ad470bf934401799d6352243297a90386f8832e755fed8f883b5ad,0,09/12/2016 23:26:53,2779185,0xd51bde9d426179004704302fd3470aa5180d8888f115238de8aea8071858b84e
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x083219ec0975141d8781d0da462c877a37a090d3,0xb2d955733e6a470533f68f72d0af442070f24f55,600000000000000000000,0xf6eb85ad583efa259f5d18fdccb3ea87cd3524501986054d5c35440b1f61ebd7,0,09/12/2016 09:21:14,2775619,0x55ba76e9fc3ce63eaf767d383ff36c74799281ef7ca6cebc67028bc79892f0ab
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xeff756b86e8033348944896f45c761b72a2c4f6d,0x1a066fe9179b320a1769e70bd2b2e2dd1170c925,49990000000000000000,0xad1a9b869544a55d79f42b8635af3f959d190e14b8aceae84c2124a8ee3912a4,0,09/12/2016 14:32:46,2776929,0x110cf68f0c5534c11cd44340be10c40b85e2e486ad6116cb75f467a9875fd0b1
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x19b4b1f62f1b0e99fed15630a94c7293f9276a3a,0x8fdd45a7c873abfa0a7b85ecbb663114f5b33076,1000000000000000000,0x12b10f9f2b4ee7710a9292e1f02ba2e4ac5764620650d0a41de217ffe3ca2ad3,1,09/12/2016 19:20:00,2778135,0x5bdfb55acbd2cc78e1c0ae1d0958178b637a052b52400e3b9ea138896642c321
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x6b23e0e289bfaf261bfd920acc1c29a6465a4257,0xf43fdb5671a53ee7b48e1123555a9814427c09e8,8236299330445000000000,0x581bbb77493b8dca4c118e830379048ae1bd8eb75e0f07a2aa1ce14901353ba6,0,09/12/2016 23:24:08,2779168,0x3bee4f349d4d5b6b7644f42962a6a81fcbf81b5ae1967461c1e632a2262acc44
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xe500feae45fb6fcb881b57c9f70fdda077e54e24,0x808111d2aa7711c36b16742f695f37b28bb5642d,385784050616659500000,0x8a8c7a30eefe2f9a63fb4a22c8f800b1381ab6dc357e62d3732879efec521b85,5,09/12/2016 11:20:27,2776108,0x9fcbfe456f96065f6a4d936d6654356a47ce124653ecebca099440bb6d8cdcda
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x18ec06065afd93736470735e4f4a2855348ea7d4,0xc49571c2c6da637502dfc7b73bfe1086007c3a85,10000914526949703000000,0x2af85559da8fc6e7c35164530da1228615b9afff2eecbfaf5e434ee83202ff71,0,09/12/2016 09:02:56,2775533,0x10ff8628b3de783f284e6a53e0f6d3cd9b768ecef7bf4cce7195c28f581813bc
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x29cae8b97a86d57d55f939665d1026422a047c68,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,29000000000000000000,0xec6a6c454a8dafc4cca56f757c14614120d4ff63f334b904227578c33939c333,0,09/12/2016 00:06:31,2773296,0x516c92eb75c4a8d1c9e317924c63080bfe936755381e33f29b7a1ecf089f9335
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x3ed89788e615f11308baa3b972789906c385887d,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,2000000000000000000000,0xa3285946880407b995d604492534532bba8ff42e38c065ff3d2427e7ae4adb23,0,09/12/2016 14:50:05,2777011,0x508a78ceef9a406d7cd971dd8b022abee858aadf26cc0fbee1fbc4ca02246d5e
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x1a066fe9179b320a1769e70bd2b2e2dd1170c925,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,49990000000000000000,0x7e4bce64ff82e3db35ad21fdaf3b348d16d2186b899bd332683c698565650494,0,09/12/2016 22:54:32,2779046,0x9cad7945cdc7f097792c1bbaf9c752a813b983d5cd4b9f075d6f8bb2ccc25e3f
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x6e18246868b357ce60084c7a20b840c47c7a20b2,0xc82fcc028dfe588ddc4acddcf9a989d05721aa5c,48823549899990000000000,0xb19175e20007d141cd09a1c8269cce0ca88376dfd8fdaa04b37f5d18565fba51,1,09/12/2016 04:39:53,2774451,0x83c13d39a06c39fcd1f3fa2caba79e4f0694cdd34052a1da7e1783ddfb93b301
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xd10f3e3cecd51dbd106779b5de36650562cf6112,0x345dedfc03436a97a658ea7fea6472bd31881b7a,50000000000000000000,0x997e19986f33713b6f541dd97a86e5fd6dc2828797022b1bf27036183c499118,0,09/12/2016 14:00:20,2776803,0x13a97e0cf2e4a8eb3afefd6ba3906fc756156331571c30bf7733a0e8ef87ac66
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xc49571c2c6da637502dfc7b73bfe1086007c3a85,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,10000914526949703000000,0x53d3a425037b0a84a65f7b78f2b97ce311994ec1268ade5fffa1f6dc75c31cde,0,09/12/2016 09:05:36,2775546,0x6ae8226205ae59ea44e44cc0cf7b73098f18f55e86d0271032862f93a2f164f8
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x670ccccdff30da63fa5a5778318a2b0cc4df97c1,0xb2d955733e6a470533f68f72d0af442070f24f55,27660000000000000000,0x127b4ccd59393ced856b38244bd5e7b8f59dbbaf8e3320350cc26ab04afb9c24,0,09/12/2016 19:50:49,2778269,0x24e4d879bcb92791fff36542dc9290b3503b04ed71cd0adde9061bb47cb13472
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x0fe98312dfe61f6de0e4e65e40fb358b2891e509,0x8b463d41c05bb1c10442b8a2603121baf7f1d154,406862915833249900000,0x4d24ce29c07aa56fa41e196bd26bb3cf910d20e05af54560f2cc910fd51632dc,0,09/12/2016 15:19:04,2777120,0x482c4d5692275f51c6600009144ed0632a1c009b3b8c679c8f7029b3da7f2ef3
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xd10f3e3cecd51dbd106779b5de36650562cf6112,0xeb358fe8f26cb004a2398f46f93e937f9170e992,50000000000000000000,0xc64708d479e7a4700208a35d23f1cf2080da055dc98561ad341c06f84d750347,0,09/12/2016 22:35:48,2778964,0xc7f87956c530cdaf749c763a53872c10d3e42d65bcda8badc48f04c39ad19b42
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x2671afdea8e61d9100952731825a9cd8dc7c1259,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,29715263449999998976,0xe8e61bb8c6de20d764e4cef88010f45ca5984369381d7d9e12af2a353c5c01ee,0,09/12/2016 21:53:02,2778787,0x319aad34f11e703553911cfa8d6040da0de5ada037d8f8097bbeb0f9bd009fe9
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xa6870c3686baf2a22c040586ec320a3ae7c588a4,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,5993990000000000000000,0x18b688a131c39440b65e22482c37a13d81a9eef725ae8dfad489b0438469e7d0,3,09/12/2016 18:52:09,2778025,0xde1bd17a391eece8aefb51a73cf1342d6fdd6509ab026d2bb34d76b9c16f4c7b
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xa1448e976691821a018a45ee654a112774c8bea0,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,24900000000000000000,0xe28e94df5f72c699c80c0205e07e00073bb861fa780fff0a5cddee66a0152a5c,0,09/12/2016 21:22:06,2778636,0x0e7f7fe91907627fcb46d13a71db6bd47f20dcbcc0d7fe1dbbd4a62ee97b4a19
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x200a133403975466b6a74070cbfb0599c881f64b,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,605000000000000000000,0x76fd6ad0c7eefb9be30c4461145352e9ca4683b4f711706253091b81cad6495c,2,09/12/2016 15:01:25,2777052,0xd7ac2eb73fbc9ee306164c80974e11a70c6143eeceb57ef2915d4e23e0156e35
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xf43715489bd954dbdcd4d3388ed14d3d63b5632a,0x29cae8b97a86d57d55f939665d1026422a047c68,29000000000000000000,0x72a8ee0fc7ced8d8eadd3689fb96160586a51328d804c5c71a8c95cba28758bd,0,09/12/2016 00:03:59,2773284,0x653662aac5a5725db26b8e5fa7d66b68bd5c817a8ea28f12b9c6bd9deeb15ac5
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x8333cb512d769a0898a249aece7a3567ebb42076,0xb2d955733e6a470533f68f72d0af442070f24f55,1500000000000000000000,0x0f390be935f2e4b9a5ffaedb4ff30181770ac3dd93802fe4ada2472e0e14f2d0,0,09/12/2016 08:50:57,2775483,0xe21d72cebc58e9e2b7ad37be9bb4c0584c9a633e1deb0e82b3b7f0cb4df38569
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0xf43fdb5671a53ee7b48e1123555a9814427c09e8,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,4000000000000000000,0xa0d24ef2832cfafa57ae5a6b3a0b5dde95d13c58d54b9da9163dcfe40ca8edec,0,09/12/2016 23:12:10,2779122,0xce0eb6bf490656a344061d680c3a916098f0db47bc774c0fd2b60e66638270ad
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x460be6ed3f862360f6d7c85bf3a5af759a7a0f23,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,499990000000000000000,0x1c6f2bfe580ea2f0ca5c8a48eca569fcc96d51ca65aa4370f7c1e29ada7b5891,3,09/12/2016 11:32:02,2776159,0x1f19230ba3ab9d363ad5f5c04f0fe898862804cf75a4794dd17437599f63bdb6
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,0x6b23e0e289bfaf261bfd920acc1c29a6465a4257,0xf43fdb5671a53ee7b48e1123555a9814427c09e8,4000000000000000000,0xf1fec74785c5dc21dbb7c6b69f7bd2ba4eaa4b0a4665b62d840ece2aa626a5f1,0,09/12/2016 23:07:58,2779098,0xc39457bd0b672771665ed804d7bd2f8ac148344e34d20b395347d7f407e96336
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x302bb060c6b00f34c25b200258a278d9bbe3606d,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,49900000000,0xbdde8a5a94f1dd80dca0b49c1d8d633f004811514c3c69b341e26c351ab9cd53,0,09/12/2016 17:18:55,2777617,0x73eb7d712b6b0fc5f95a9d3fc88f2302ffbacb1527351140bb6444216f6b5252
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x4883efb8e8b10fab2b80d3f4981d727fb42e29a7,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,998900000000,0x562e68b0f14ae8f28c033de7f0f8b846dbe3a7fa7ad6bc2cab5332b4975be6a2,1,09/12/2016 17:47:46,2777725,0xa2d7ae9037ceb9eeeadc6659d21ba3231e9f6f8da88985a6668510f5e8903a7e
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x7cd93b35031610917e30ad6325d548068fa84ae5,0x94576ec4f26ae1302051654d9decfddad2cdc045,8274050000000,0xeb708e1fb1d1ed485bde1b6df0cc3d7a281ca55e1a1972c4e454975c2c7ee9d5,0,09/12/2016 08:34:03,2775421,0x5420ca4aad46b70a1d65b96318ccba01e707bb264df2d86c122069ec846ef033
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x302bb060c6b00f34c25b200258a278d9bbe3606d,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,2599790000000,0x1d4b169e40d039245d210dd44da7f419d53659ae9006b63fddcc22afea7fc20f,0,09/12/2016 16:14:13,2777345,0xb3f166a5504304fc62d9b61a570d87a63b39b9b38499f8b69b203120f54d90f8
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0xda88457bcc68a0cc2bc5bdc52f9e0ffb2eb51d9b,0xefb1de04c022c80deed9157d27ddb036bcc2d781,29999950000000,0x29dbbd01da740afc86a43c0cbf9a5487438bace202c80222eb6e96f128aa234a,0,09/12/2016 17:15:06,2777602,0x78661a58d0afc0b8c7b061a9054a95b3bcd56e39c08fa15b2792f8c67153745a
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x15dedd9133da5b0d01e93cb897b466a714902f75,0xff723447d3a4da1bc4bfd6ee7ee112dc6bf1dd08,450000000,0xe5bb53341734ee714ab35d30f9fc8c8bb950d5cf25bb9c7f0494b9fbfe403844,9,09/12/2016 21:28:39,2778676,0x8e24b4123d41a485daf84ced8c333f9a462d1de740954a7396cba9a40e7d8281
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x76238b4144d53e8da812042973d2139c5b6e840c,0x15414564729902a178f606d0e7df45da0dfbe321,684650000000,0x7cf1d2f373c02bb43ecba7d41d7a460f8fa33f21de746ac62e2f39f6ab032989,3,09/12/2016 08:50:39,2775480,0x9febf3aba4f640bd47f523e9000f77e924c15a3ece36e5a9c156794fb9a5e533
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0xae82ab9349dcd41da58bebe8759970d108f2c5b2,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,99840000000,0x48acbd26cf22bfccaa63adff207cfb2d16926d66f4abd998858cf426ca9db2c9,2,09/12/2016 00:14:11,2773335,0x2b9bc68f3550261f3f7875fb752e3a85747da0e14d4f9bf13dc5aa465392fa30
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x7cd93b35031610917e30ad6325d548068fa84ae5,0x3b8b6abee77c4fe285c6e00b2f1677225e4028d6,8274050000000,0xea869a19a541f1ba0f60a7d1af393020c79220f257e5821156a2cd37a4f09cef,0,09/12/2016 08:29:53,2775406,0x1abc43b3a005a75b327f6528013b3a3c010472a42e264337764d6d5bd3c76ea0
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x0abb9f119cd5339ff07083d51fcc405531eba725,0xd947f285dbf2098c248133209cb92343e44e9ba8,9820000000,0x8e46240325ffe00d208b54941d5b554b449e7152666e41d53db35058056a877d,0,09/12/2016 04:03:08,2774283,0xfc0d22a88ad0ccde8b935a33de33d0743cb39d5e80e795bfc7df5ee7e28ce9ff
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x3bb5213c5fe390d97cae3248196f72d3a9a93649,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,245406558469,0xb920fddd81d4722d8ddd8e5f58eab9211bfaaabb5efe04a1065685d00a0797b0,1,09/12/2016 19:10:30,2778091,0xc5a43217acb1426dce22a922a7fb963c8cc758367b65dddfaf4f1829ec5530b3
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x255d6532cf265eb3659af46d7980950509708a87,0x302bb060c6b00f34c25b200258a278d9bbe3606d,49950000000,0xf859f2f22d6cea6f80b0edb1c43b789bfa62ee24046e194c8970d336c819e221,4,09/12/2016 17:16:21,2777607,0x9759c1347811ce12ede859b8b627ad40e0826d95ec388d9af8c99a5eebe2a9e8
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x76238b4144d53e8da812042973d2139c5b6e840c,0x15414564729902a178f606d0e7df45da0dfbe321,499950000000,0xbe49e3b16183e21564353002783800bb668ff2ab5dc09c76a5609e58dea8713b,11,09/12/2016 08:13:29,2775347,0x7e0a162807b50bd31f2e1ac2df098f1e67b1b6dca6be61f37b7792ae338a7733
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0x3b8b6abee77c4fe285c6e00b2f1677225e4028d6,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,8274000000000,0x7187e4912a030a9419414ae195aeaff3118c1cb82c8cc3d16d7b4a9d32fbe298,0,09/12/2016 08:30:53,2775409,0x4659a21956e510bbfa3323c11e156b27cce587037ed622edc6c2a1603beb16f1
0x5c40ef6f527f4fba68368774e6130ce6515123f2,0x914de97cabc17e17388c07f213c260eceda1ef52,0x755cdba6ae4f479f7164792b318b2a06c759833b,7266160093333333334,0xf60679aeafc45d0ae1312c7043e59f6f862dcfd0ea52bf7a76dbd0bda79a664e,0,09/12/2016 02:45:09,2773944,0x8eef2792315b107eccb2f552b189b55a2c1fc9f956c54ab2b342a52b05c22d6c
0x5c40ef6f527f4fba68368774e6130ce6515123f2,0x049b1da8abfb77c4fccf3db86f5fa586696c88cb,0x5a39285cfc86c80e8a4428d2e7a158c11ae77a63,142831458840579711,0x96ff88b22d98b01eac28c914b2f26ea0325e482c733606725440e035f276740c,9,09/12/2016 18:47:30,2778005,0xfecf070a765d39eeb0ae1be9abad7847e9204f1ea640550c47ab6dc143a3064b
0x5c40ef6f527f4fba68368774e6130ce6515123f2,0xd75c6d672c133059cf634474e071be47972b4f32,0x755cdba6ae4f479f7164792b318b2a06c759833b,1490375282444247963,0xafb454266a955ca97ecd8fef3bb49e6f31f75dea9e2fa79d6a0c0404c64b0cfd,1,09/12/2016 13:15:57,2776637,0x42ea47c288c421e21c9d720e6b2ff1dc91e863573443aceb0353e88051077a03
